"seqname","id","strand","pos","p1.pos","m1.pos","dist","descr","start","end","chrom"
"chrXV","YOR095C (RKI1)","-",503407,503403,503580,177,"W-close-F",503403,503580,"chrXV"
"chrXV","YOR096W (RPS7A RPS30)","+",506857,506903,506699,204,"W-close-F",506699,506903,"chrXV"
"chrXV","YOR097C","-",506875,506699,506903,204,"F-close-W",506699,506903,"chrXV"
"chrXV","YOR098C (NUP1)","-",507815,507797,507974,177,"W-close-W",507797,507974,"chrXV"
"chrXV","YOR099W (KTR1)","+",513101,513203,512950,253,"F-open-W",512950,513203,"chrXV"
"chrXV","YOR100C (CRC1)","-",513036,512950,513203,253,"W-open-F",512950,513203,"chrXV"
"chrXV","YOR101W (RAS1)","+",516390,516490,516311,179,"F-close-W",516311,516490,"chrXV"
"chrXV","YOR102W","+",516857,516841,516677,164,"W-close-W",516677,516841,"chrXV"
"chrXV","YOR103C (OST2)","-",516358,516311,516490,179,"W-close-F",516311,516490,"chrXV"
"chrXV","YOR104W (PIN2)","+",518857,518848,518685,163,"W-close-W",518685,518848,"chrXV"
"chrXV","YOR106W (VAM3 PTH1)","+",520081,520073,519993,80,"F-overlap-F",519993,520073,"chrXV"
"chrXV","YOR107W (RGS2)","+",522616,522602,522427,175,"W-close-W",522427,522602,"chrXV"
"chrXV","YOR108W (LEU9)","+",524947,525172,524923,249,"F-open-W",524923,525172,"chrXV"
"chrXV","YOR109W (INP53 SJL3 SOP2)","+",528790,528898,528629,269,"W-open-W",528629,528898,"chrXV"
"chrXV","YOR110W (TFC7)","+",530311,530413,530254,159,"F-close-W",530254,530413,"chrXV"
"chrXV","YOR111W","+",531442,531490,531225,265,"W-open-W",531225,531490,"chrXV"
"chrXV","YOR112W (CEX1)","+",533856,534029,533758,271,"W-open-W",533758,534029,"chrXV"
"chrXV","YOR113W (AZF1)","+",537042,537160,536976,184,"W-close-W",536976,537160,"chrXV"
"chrXV","YOR114W","+",538660,538770,538610,160,"W-close-W",538610,538770,"chrXV"
"chrXV","YOR115C (TRS33)","-",538571,538521,538610,89,"W-overlap-F",538521,538610,"chrXV"
"chrXV","YOR116C (RPO31 RPC1 RPC160)","-",539661,539451,539720,269,"W-open-W",539451,539720,"chrXV"
"chrXV","YOR117W (RPT5 YTA1)","+",546474,546676,546442,234,"W-open-W",546442,546676,"chrXV"
"chrXV","YOR118W (RTC5)","+",548688,548765,548523,242,"F-open-W",548523,548765,"chrXV"
"chrXV","YOR119C (RIO1 RRP10)","-",548557,548523,548765,242,"W-open-F",548523,548765,"chrXV"
"chrXV","YOR120W (GCY1 GCY)","+",552191,552195,551960,235,"F-open-W",551960,552195,"chrXV"
"chrXV","YOR122C (PFY1 PRF1)","-",552119,551960,552195,235,"W-open-F",551960,552195,"chrXV"
"chrXV","YOR123C (LEO1)","-",553116,552846,553161,315,"W-open-W",552846,553161,"chrXV"
"chrXV","YOR124C (UBP2)","-",554745,554580,554857,277,"W-open-W",554580,554857,"chrXV"
"chrXV","YOR125C (CAT5 COQ7)","-",558892,558707,558963,256,"W-open-W",558707,558963,"chrXV"
"chrXV","YOR126C (IAH1)","-",559864,559753,559993,240,"W-open-W",559753,559993,"chrXV"
"chrXV","YOR127W (RGA1 DBM1 THE1)","+",564368,564595,564314,281,"W-open-F",564314,564595,"chrXV"
"chrXV","YOR128C (ADE2)","-",564412,564314,564595,281,"F-open-W",564314,564595,"chrXV"
"chrXV","YOR129C (AFI1)","-",566655,566468,566688,220,"W-open-F",566468,566688,"chrXV"
"chrXV","YOR130C (ORT1 ARG11)","-",569861,569862,570006,144,"W-close-F",569862,570006,"chrXV"
"chrXV","YOR131C","-",572109,NA,NA,NA,"+1_missing",571799,572366,"chrXV"
"chrXV","YOR132W (VPS17 PEP21 VPT3)","+",574880,575073,574764,309,"W-open-W",574764,575073,"chrXV"
"chrXV","YOR133W (EFT1)","+",577806,577984,577589,395,"W-open-W",577589,577984,"chrXV"
"chrXV","YOR134W (BAG7)","+",580156,580143,580071,72,"F-overlap-F",580071,580143,"chrXV"
"chrXV","YOR136W (IDH2)","+",581513,581568,581308,260,"F-open-F",581308,581568,"chrXV"
"chrXV","YOR137C (SIA1)","-",581685,581568,581823,255,"F-open-F",581568,581823,"chrXV"
"chrXV","YOR138C (RUP1)","-",584240,584030,584320,290,"W-open-W",584030,584320,"chrXV"
"chrXV","YOR140W (SFL1)","+",589722,589748,589602,146,"F-close-F",589602,589748,"chrXV"
"chrXV","YOR141C (ARP8)","-",589658,589602,589748,146,"F-close-F",589602,589748,"chrXV"
"chrXV","YOR142W (LSC1)","+",594257,594408,594189,219,"W-open-F",594189,594408,"chrXV"
"chrXV","YOR143C (THI80)","-",601214,601021,601283,262,"F-open-W",601021,601283,"chrXV"
"chrXV","YOR144C (ELG1 RTT110)","-",602578,602385,602650,265,"W-open-W",602385,602650,"chrXV"
"chrXV","YOR145C (PNO1 DIM2 RRP20)","-",605258,605108,605383,275,"W-open-W",605108,605383,"chrXV"
"chrXV","YOR146W","+",606338,606605,606175,430,"W-open-W",606175,606605,"chrXV"
"chrXV","YOR147W (MDM32)","+",608641,608641,608491,150,"F-close-W",608491,608641,"chrXV"
"chrXV","YOR148C (SPP2)","-",608556,608491,608641,150,"W-close-F",608491,608641,"chrXV"
"chrXV","YOR149C (SMP3 LAS2 SAP2)","-",609510,609453,609623,170,"W-close-W",609453,609623,"chrXV"
"chrXV","YOR150W (MRPL23)","+",612598,612699,612509,190,"F-close-F",612509,612699,"chrXV"
"chrXV","YOR151C (RPB2 RPB150 RPO22 SIT2 SOH2)","-",612658,612509,612699,190,"F-close-F",612509,612699,"chrXV"
"chrXV","YOR152C","-",617352,617198,617372,174,"F-close-W",617198,617372,"chrXV"
"chrXV","YOR153W (PDR5 LEM1 STS1 YDR1)","+",624493,624713,624401,312,"W-open-W",624401,624713,"chrXV"
"chrXV","YOR154W (SLP1)","+",626643,626681,626501,180,"W-close-F",626501,626681,"chrXV"
"chrXV","YOR155C (ISN1)","-",626519,626501,626681,180,"F-close-W",626501,626681,"chrXV"
"chrXV","YOR156C (NFI1 SIZ2)","-",628107,627955,628220,265,"W-open-W",627955,628220,"chrXV"
"chrXV","YOR157C (PUP1)","-",630894,630845,631035,190,"W-close-F",630845,631035,"chrXV"
"chrXV","YOR158W (PET123)","+",633197,633235,633105,130,"F-close-F",633105,633235,"chrXV"
"chrXV","YOR159C (SME1)","-",633049,633032,633105,73,"F-overlap-F",633032,633105,"chrXV"
"chrXV","YOR160W (MTR10 KAP111)","+",636843,636999,636778,221,"F-open-F",636778,636999,"chrXV"
"chrXV","YOR161C (PNS1)","-",636820,636778,636999,221,"F-open-F",636778,636999,"chrXV"
"chrXV","YOR161C-C","-",638723,638680,NA,NA,"-1_missing",638680,639180,"chrXV"
"chrXV","YOR162C (YRR1 PDR2)","-",639409,639180,639437,257,"F-open-W",639180,639437,"chrXV"
"chrXV","YOR163W (DDP1)","+",643380,643438,643293,145,"F-close-W",643293,643438,"chrXV"
"chrXV","YOR164C (GET4)","-",643188,643098,643220,122,"F-close-F",643098,643220,"chrXV"
"chrXV","YOR165W (SEY1)","+",647063,647132,NA,NA,"-1_missing",646751,647132,"chrXV"
"chrXV","YOR166C (SWT1)","-",646913,646751,647132,381,"F-open-F",646751,647132,"chrXV"
"chrXV","YOR167C (RPS28A RPS33A)","-",648673,648680,648844,164,"W-close-F",648680,648844,"chrXV"
"chrXV","YOR168W (GLN4)","+",651833,651889,651681,208,"F-close-F",651681,651889,"chrXV"
"chrXV","YOR171C (LCB4)","-",651989,651889,652070,181,"W-close-F",651889,652070,"chrXV"
"chrXV","YOR172W (YRM1)","+",656747,656836,656623,213,"W-close-F",656623,656836,"chrXV"
"chrXV","YOR173W (DCS2)","+",658457,658452,658287,165,"W-close-W",658287,658452,"chrXV"
"chrXV","YOR174W (MED4)","+",659726,659741,659613,128,"F-close-F",659613,659741,"chrXV"
"chrXV","YOR175C (ALE1 LCA1 LPT1 SLC4)","-",659653,659613,659741,128,"F-close-F",659613,659741,"chrXV"
"chrXV","YOR176W (HEM15)","+",663714,664012,663633,379,"F-open-F",663633,664012,"chrXV"
"chrXV","YOR177C (MPC54)","-",665344,665252,665391,139,"W-close-F",665252,665391,"chrXV"
"chrXV","YOR178C (GAC1)","-",667655,667673,667834,161,"F-close-F",667673,667834,"chrXV"
"chrXV","YOR179C (SYC1)","-",671586,671550,671713,163,"F-close-F",671550,671713,"chrXV"
"chrXV","YOR180C (DCI1 ECI2)","-",674094,NA,NA,NA,"+1_missing",673706,674115,"chrXV"
"chrXV","YOR181W (LAS17 BEE1)","+",677952,678018,677865,153,"F-close-F",677865,678018,"chrXV"
"chrXV","YOR182C (RPS30B)","-",678094,678018,678142,124,"F-close-F",678018,678142,"chrXV"
"chrXV","YOR184W (SER1 ADE9)","+",680646,680797,680591,206,"W-close-W",680591,680797,"chrXV"
"chrXV","YOR185C (GSP2 CNR2)","-",681378,681248,681496,248,"W-open-W",681248,681496,"chrXV"
"chrXV","YOR186C-A","-",682938,682880,683053,173,"F-close-F",682880,683053,"chrXV"
"chrXV","YOR186W","+",683669,683926,683606,320,"W-open-W",683606,683926,"chrXV"
"chrXV","YOR187W (TUF1 tufM)","+",685465,685480,685293,187,"W-close-W",685293,685480,"chrXV"
"chrXV","YOR188W (MSB1)","+",689310,689346,689165,181,"F-close-W",689165,689346,"chrXV"
"chrXV","YOR189W (IES4)","+",690197,690301,690130,171,"F-close-W",690130,690301,"chrXV"
"chrXV","YOR190W (SPR1 SSG1)","+",692182,692217,692142,75,"W-overlap-F",692142,692217,"chrXV"
"chrXV","YOR191W (ULS1 DIS1 RIS1 TID4)","+",697534,697645,697438,207,"F-close-F",697438,697645,"chrXV"
"chrXV","YOR192C (THI72)","-",698051,697996,698073,77,"W-overlap-F",697996,698073,"chrXV"
"chrXV","YOR193W (PEX27)","+",711690,711731,711548,183,"W-close-W",711548,711731,"chrXV"
"chrXV","YOR194C (TOA1)","-",711594,711548,711731,183,"W-close-W",711548,711731,"chrXV"
"chrXV","YOR195W (SLK19)","+",715549,715660,715502,158,"F-close-F",715502,715660,"chrXV"
"chrXV","YOR196C (LIP5)","-",715432,715251,715502,251,"F-open-F",715251,715502,"chrXV"
"chrXV","YOR197W (MCA1 YCA1)","+",718462,718489,718410,79,"F-overlap-F",718410,718489,"chrXV"
"chrXV","YOR198C (BFR1)","-",718429,718410,718489,79,"F-overlap-F",718410,718489,"chrXV"
"chrXV","YOR201C (MRM1 PET56)","-",720396,720237,720524,287,"W-open-W",720237,720524,"chrXV"
"chrXV","YOR202W (HIS3 HIS10 HIS8)","+",722617,NA,NA,NA,"+1_missing",721643,722951,"chrXV"
"chrXV","YOR204W (DED1 SPP81)","+",725446,725531,725382,149,"F-close-F",725382,725531,"chrXV"
"chrXV","YOR205C (GEP3 AIM40 FMP38 LRC5)","-",725443,725382,725531,149,"F-close-F",725382,725531,"chrXV"
"chrXV","YOR206W (NOC2)","+",729731,729788,729650,138,"F-close-F",729650,729788,"chrXV"
"chrXV","YOR207C (RET1 PDS2 RPC128 RPC2)","-",729879,729788,729938,150,"F-close-F",729788,729938,"chrXV"
"chrXV","YOR208W (PTP2)","+",736300,736290,736121,169,"F-close-F",736121,736290,"chrXV"
"chrXV","YOR209C (NPT1)","-",736306,736290,736411,121,"F-close-F",736290,736411,"chrXV"
"chrXV","YOR210W (RPB10)","+",738828,738822,738641,181,"W-close-W",738641,738822,"chrXV"
"chrXV","YOR211C (MGM1 MNA1)","-",738819,738822,739002,180,"W-close-W",738822,739002,"chrXV"
"chrXV","YOR212W (STE4 HMD2)","+",744303,744317,744240,77,"F-overlap-F",744240,744317,"chrXV"
"chrXV","YOR213C (SAS5)","-",744191,744129,744240,111,"F-overlap-F",744129,744240,"chrXV"
"chrXV","YOR214C","-",745512,745351,745617,266,"W-open-W",745351,745617,"chrXV"
"chrXV","YOR215C (AIM41)","-",746576,746460,746780,320,"W-open-F",746460,746780,"chrXV"
"chrXV","YOR216C (RUD3 GRP1)","-",747422,747257,747540,283,"W-open-W",747257,747540,"chrXV"
"chrXV","YOR217W (RFC1 CDC44)","+",752114,752177,752001,176,"W-close-W",752001,752177,"chrXV"
"chrXV","YOR219C (STE13 YCI1)","-",752059,752001,752177,176,"W-close-W",752001,752177,"chrXV"
"chrXV","YOR220W (RCN2 WSP1)","+",756297,756439,756159,280,"F-open-W",756159,756439,"chrXV"
"chrXV","YOR221C (MCT1)","-",756289,756159,756439,280,"W-open-F",756159,756439,"chrXV"
"chrXV","YOR222W (ODC2)","+",759313,759345,759181,164,"W-close-W",759181,759345,"chrXV"
"chrXV","YOR223W","+",760808,760789,760617,172,"W-close-W",760617,760789,"chrXV"
"chrXV","YOR224C (RPB8)","-",760696,760617,760789,172,"W-close-W",760617,760789,"chrXV"
"chrXV","YOR226C (ISU2 NUA2)","-",761457,761242,761585,343,"W-open-W",761242,761585,"chrXV"
"chrXV","YOR227W (HER1)","+",766726,766874,766679,195,"F-close-F",766679,766874,"chrXV"
"chrXV","YOR228C","-",766736,766679,766874,195,"F-close-F",766679,766874,"chrXV"
"chrXV","YOR229W (WTM2)","+",770017,770078,769840,238,"F-open-F",769840,770078,"chrXV"
"chrXV","YOR230W (WTM1)","+",772284,772498,772177,321,"F-open-W",772177,772498,"chrXV"
"chrXV","YOR231W (MKK1 SSP32)","+",774345,774494,774237,257,"W-open-W",774237,774494,"chrXV"
"chrXV","YOR232W (MGE1 GRPE YGE1)","+",775403,775445,775266,179,"W-close-W",775266,775445,"chrXV"
"chrXV","YOR233W (KIN4 KIN3 KIN31)","+",778315,778402,778230,172,"F-close-W",778230,778402,"chrXV"
"chrXV","YOR234C (RPL33B RPL37B)","-",778457,778402,778628,226,"W-open-W",778402,778628,"chrXV"
"chrXV","YOR236W (DFR1)","+",781607,781819,781477,342,"W-open-W",781477,781819,"chrXV"
"chrXV","YOR237W (HES1 OSH5)","+",783364,783502,783231,271,"F-open-W",783231,783502,"chrXV"
"chrXV","YOR238W","+",784668,784852,784599,253,"W-open-W",784599,784852,"chrXV"
"chrXV","YOR239W (ABP140 YOR240W)","+",786960,787171,786893,278,"W-open-W",786893,787171,"chrXV"
"chrXV","YOR241W (MET7 MET23)","+",788781,788797,788724,73,"F-overlap-F",788724,788797,"chrXV"
"chrXV","YOR242C (SSP2)","-",788629,788624,788724,100,"F-overlap-F",788624,788724,"chrXV"
"chrXV","YOR243C (PUS7)","-",789987,789816,790028,212,"W-close-W",789816,790028,"chrXV"
"chrXV","YOR244W (ESA1 TAS1)","+",793973,793982,793864,118,"F-overlap-W",793864,793982,"chrXV"
"chrXV","YOR245C (DGA1)","-",793961,793864,793982,118,"W-overlap-F",793864,793982,"chrXV"
"chrXV","YOR246C","-",795718,795715,795885,170,"W-close-F",795715,795885,"chrXV"
"chrXV","YOR247W (SRL1)","+",798504,798579,798374,205,"W-close-W",798374,798579,"chrXV"
"chrXV","YOR248W (TOS11)","+",798504,798579,798374,205,"W-close-W",798374,798579,"chrXV"
"chrXV","YOR249C (APC5 RMC1)","-",798605,798579,798742,163,"W-close-W",798579,798742,"chrXV"
"chrXV","YOR250C (CLP1)","-",800931,800939,801100,161,"W-close-W",800939,801100,"chrXV"
"chrXV","YOR251C (TUM1)","-",802459,802299,802533,234,"W-open-W",802299,802533,"chrXV"
"chrXV","YOR252W (TMA16 RBF17)","+",804304,804405,804174,231,"W-open-W",804174,804405,"chrXV"
"chrXV","YOR253W (NAT5 ARD2 NAA50 ROG2)","+",805023,805105,804915,190,"F-close-F",804915,805105,"chrXV"
"chrXV","YOR254C (SEC63 PTL1)","-",804939,804915,805105,190,"F-close-F",804915,805105,"chrXV"
"chrXV","YOR255W (OSW1)","+",808283,808343,808210,133,"F-close-W",808210,808343,"chrXV"
"chrXV","YOR256C (TRE2)","-",808176,808142,808210,68,"F-overlap-F",808142,808210,"chrXV"
"chrXV","YOR257W (CDC31 DSK1)","+",811548,811534,811356,178,"W-close-W",811356,811534,"chrXV"
"chrXV","YOR258W (HNT3)","+",812413,812473,812364,109,"W-overlap-F",812364,812473,"chrXV"
"chrXV","YOR259C (RPT4 CRL13 PCS1 SUG2)","-",812319,812213,812364,151,"W-close-W",812213,812364,"chrXV"
"chrXV","YOR260W (GCD1 TRA3)","+",815841,815826,815737,89,"F-overlap-F",815737,815826,"chrXV"
"chrXV","YOR261C (RPN8)","-",815832,815826,816007,181,"W-close-F",815826,816007,"chrXV"
"chrXV","YOR262W","+",818436,818472,818276,196,"W-close-W",818276,818472,"chrXV"
"chrXV","YOR264W (DSE3)","+",820261,820449,820230,219,"W-open-W",820230,820449,"chrXV"
"chrXV","YOR265W (RBL2)","+",820886,820981,820751,230,"W-open-W",820751,820981,"chrXV"
"chrXV","YOR266W (PNT1)","+",822369,822355,822277,78,"F-overlap-F",822277,822355,"chrXV"
"chrXV","YOR267C (HRK1)","-",822407,822355,822466,111,"F-overlap-F",822355,822466,"chrXV"
"chrXV","YOR268C","-",825316,825225,825451,226,"F-open-W",825225,825451,"chrXV"
"chrXV","YOR269W (PAC1)","+",828027,828101,827809,292,"F-open-F",827809,828101,"chrXV"
"chrXV","YOR270C (VPH1)","-",827925,827809,828101,292,"F-open-F",827809,828101,"chrXV"
"chrXV","YOR271C (FSF1)","-",830946,830703,831048,345,"F-open-W",830703,831048,"chrXV"
"chrXV","YOR272W (YTM1)","+",834274,834438,834243,195,"F-close-W",834243,834438,"chrXV"
"chrXV","YOR273C (TPO4)","-",834298,834243,834438,195,"W-close-F",834243,834438,"chrXV"
"chrXV","YOR274W (MOD5)","+",839206,839273,839176,97,"F-overlap-F",839176,839273,"chrXV"
"chrXV","YOR275C (RIM20)","-",838952,838917,839072,155,"F-close-F",838917,839072,"chrXV"
"chrXV","YOR276W (CAF20 CAF2 CAP20)","+",841922,841980,841811,169,"W-close-W",841811,841980,"chrXV"
"chrXV","YOR277C","-",841275,841064,841346,282,"W-open-W",841064,841346,"chrXV"
"chrXV","YOR278W (HEM4 SLU2)","+",843725,843769,843654,115,"F-overlap-F",843654,843769,"chrXV"
"chrXV","YOR279C (RFM1)","-",843604,843532,843654,122,"F-close-W",843532,843654,"chrXV"
"chrXV","YOR280C (FSH3)","-",844915,844716,844943,227,"W-open-W",844716,844943,"chrXV"
"chrXV","YOR281C (PLP2)","-",846175,846159,846331,172,"F-close-F",846159,846331,"chrXV"
"chrXV","YOR283W","+",848288,848488,848222,266,"W-open-W",848222,848488,"chrXV"
"chrXV","YOR284W (HUA2)","+",849490,849660,849376,284,"W-open-W",849376,849660,"chrXV"
"chrXV","YOR285W (RDL1)","+",850126,850304,850030,274,"F-open-W",850030,850304,"chrXV"
"chrXV","YOR286W (RDL2 AIM42 FMP31)","+",850813,850824,850661,163,"W-close-W",850661,850824,"chrXV"
"chrXV","YOR287C (RRP36)","-",850868,850824,850993,169,"W-close-W",850824,850993,"chrXV"
"chrXV","YOR288C (MPD1)","-",852037,851821,852103,282,"W-open-W",851821,852103,"chrXV"
"chrXV","YOR289W","+",854193,NA,NA,NA,"+1_missing",854074,854592,"chrXV"
"chrXV","YOR290C (SNF2 GAM1 HAF1 SWI2 TYE3)","-",855070,854923,855168,245,"F-open-F",854923,855168,"chrXV"
"chrXV","YOR291W (YPK9)","+",865664,865717,865506,211,"F-close-F",865506,865717,"chrXV"
"chrXV","YOR292C","-",865588,865506,865717,211,"F-close-F",865506,865717,"chrXV"
"chrXV","YOR293C-A","-",867915,867876,868058,182,"W-close-F",867876,868058,"chrXV"
"chrXV","YOR293W (RPS10A)","+",867993,868058,867876,182,"F-close-W",867876,868058,"chrXV"
"chrXV","YOR294W (RRS1)","+",869100,869196,868969,227,"W-open-F",868969,869196,"chrXV"
"chrXV","YOR295W (UAF30)","+",870125,870145,869899,246,"W-open-W",869899,870145,"chrXV"
"chrXV","YOR296W","+",874273,874505,874198,307,"W-open-W",874198,874505,"chrXV"
"chrXV","YOR297C (TIM18)","-",874614,874601,874831,230,"W-open-F",874601,874831,"chrXV"
"chrXV","YOR298C-A (MBF1 SUF13)","-",876999,876976,877237,261,"W-open-F",876976,877237,"chrXV"
"chrXV","YOR298W (MUM3)","+",877096,877237,876976,261,"F-open-W",876976,877237,"chrXV"
"chrXV","YOR301W (RAX1)","+",882582,882752,882530,222,"W-open-F",882530,882752,"chrXV"
"chrXV","YOR302W","+",883246,883262,883085,177,"W-close-W",883085,883262,"chrXV"
"chrXV","YOR303W (CPA1)","+",884209,884399,884145,254,"F-open-F",884145,884399,"chrXV"
"chrXV","YOR304C-A","-",888188,888039,888210,171,"W-close-W",888039,888210,"chrXV"
"chrXV","YOR304W (ISW2)","+",887959,888039,887869,170,"F-close-W",887869,888039,"chrXV"
"chrXV","YOR305W (RRG7)","+",889837,889863,889665,198,"W-close-W",889665,889863,"chrXV"
"chrXV","YOR306C (MCH5)","-",889805,889665,889863,198,"W-close-W",889665,889863,"chrXV"
"chrXV","YOR307C (SLY41)","-",892558,892505,892584,79,"F-overlap-F",892505,892584,"chrXV"
"chrXV","YOR308C (SNU66)","-",894425,894201,894509,308,"W-open-F",894201,894509,"chrXV"
"chrXV","YOR309C","-",896539,896374,896632,258,"F-open-W",896374,896632,"chrXV"
"chrXV","YOR310C (NOP58 NOP5)","-",896506,896374,896632,258,"F-open-W",896374,896632,"chrXV"
"chrXV","YOR311C (DGK1 HSD1)","-",898847,898808,898985,177,"W-close-W",898808,898985,"chrXV"
"chrXV","YOR312C (RPL20B RPL18A1)","-",900164,899926,900226,300,"W-open-W",899926,900226,"chrXV"
"chrXV","YOR313C (SPS4)","-",901647,NA,NA,NA,"+1_missing",901198,901872,"chrXV"
"chrXV","YOR314W-A","+",904674,904839,904642,197,"W-close-W",904642,904839,"chrXV"
"chrXV","YOR315W (SFG1)","+",906211,906325,906014,311,"F-open-F",906014,906325,"chrXV"
"chrXV","YOR316C (COT1)","-",906100,906014,906325,311,"F-open-F",906014,906325,"chrXV"
"chrXV","YOR317W (FAA1)","+",911689,911767,911553,214,"F-close-W",911553,911767,"chrXV"
"chrXV","YOR318C","-",911615,911553,911767,214,"W-close-F",911553,911767,"chrXV"
"chrXV","YOR319W (HSH49)","+",913614,913669,913481,188,"F-close-W",913481,913669,"chrXV"
"chrXV","YOR320C (GNT1)","-",913510,913481,913669,188,"W-close-F",913481,913669,"chrXV"
"chrXV","YOR321W (PMT3)","+",918327,918384,918290,94,"F-overlap-F",918290,918384,"chrXV"
"chrXV","YOR322C (LDB19 ART1)","-",918469,918384,918501,117,"F-overlap-F",918384,918501,"chrXV"
"chrXV","YOR323C (PRO2)","-",921434,921247,921529,282,"W-open-W",921247,921529,"chrXV"
"chrXV","YOR324C (FRT1 HPH1)","-",923097,923116,923317,201,"W-close-W",923116,923317,"chrXV"
"chrXV","YOR326W (MYO2 CDC66)","+",930572,930615,930310,305,"W-open-F",930310,930615,"chrXV"
"chrXV","YOR327C (SNC2)","-",930615,930615,930791,176,"W-close-F",930615,930791,"chrXV"
"chrXV","YOR328W (PDR10)","+",936572,936596,936517,79,"F-overlap-F",936517,936596,"chrXV"
"chrXV","YOR329C (SCD5 FTB1)","-",936631,936596,936726,130,"F-close-F",936596,936726,"chrXV"
"chrXV","YOR332W (VMA4)","+",944427,944606,944369,237,"W-open-W",944369,944606,"chrXV"
"chrXV","YOR333C (SWF5)","-",944498,944369,944606,237,"W-open-W",944369,944606,"chrXV"
"chrXV","YOR334W (MRS2)","+",946105,946160,945963,197,"F-close-F",945963,946160,"chrXV"
"chrXV","YOR335C (ALA1 CDC64)","-",946094,945963,946160,197,"F-close-F",945963,946160,"chrXV"
"chrXV","YOR336W (KRE5)","+",954011,954026,953847,179,"W-close-W",953847,954026,"chrXV"
"chrXV","YOR337W (TEA1)","+",956873,956857,NA,NA,"-1_missing",956547,956857,"chrXV"
"chrXV","YOR338W","+",958242,958383,958152,231,"F-open-F",958152,958383,"chrXV"
"chrXV","YOR339C (UBC11)","-",958111,958059,958152,93,"F-overlap-F",958059,958152,"chrXV"
"chrXV","YOR340C (RPA43)","-",959085,959061,959248,187,"W-close-W",959061,959248,"chrXV"
"chrXV","YOR341W (RPA190 RRN1)","+",966264,966308,966221,87,"F-overlap-F",966221,966308,"chrXV"
"chrXV","YOR342C","-",966511,966468,966654,186,"W-close-W",966468,966654,"chrXV"
"chrXV","YOR343C","-",967958,967934,NA,NA,"-1_missing",967934,968449,"chrXV"
"chrXV","YOR344C (TYE7 SGC1)","-",977042,977004,977201,197,"F-close-F",977004,977201,"chrXV"
"chrXV","YOR346W (REV1)","+",984866,985051,984791,260,"F-open-F",984791,985051,"chrXV"
"chrXV","YOR347C (PYK2)","-",984528,984484,984690,206,"F-close-F",984484,984690,"chrXV"
"chrXV","YOR348C (PUT4)","-",986731,986503,986783,280,"W-open-W",986503,986783,"chrXV"
"chrXV","YOR349W (CIN1)","+",992899,992937,992779,158,"F-close-F",992779,992937,"chrXV"
"chrXV","YOR350C (MNE1)","-",992795,992779,992937,158,"F-close-F",992779,992937,"chrXV"
"chrXV","YOR352W","+",998314,998361,998260,101,"F-overlap-W",998260,998361,"chrXV"
"chrXV","YOR353C (SOG2)","-",998442,998361,998520,159,"W-close-W",998361,998520,"chrXV"
"chrXV","YOR354C (MSC6)","-",1001031,1000825,1001121,296,"W-open-W",1000825,1001121,"chrXV"
"chrXV","YOR355W (GDS1)","+",1006893,1006943,1006866,77,"F-overlap-F",1006866,1006943,"chrXV"
"chrXV","YOR356W","+",1009230,1009274,1009035,239,"F-open-F",1009035,1009274,"chrXV"
"chrXV","YOR357C (SNX3 GRD19)","-",1009114,1009035,1009274,239,"F-open-F",1009035,1009274,"chrXV"
"chrXV","YOR358W (HAP5)","+",1011179,1011278,1011113,165,"W-close-W",1011113,1011278,"chrXV"
"chrXV","YOR359W (VTS1)","+",1012888,1012887,1012722,165,"F-close-F",1012722,1012887,"chrXV"
"chrXV","YOR360C (PDE2 SRA5)","-",1013139,1013101,1013373,272,"W-open-F",1013101,1013373,"chrXV"
"chrXV","YOR361C (PRT1 CDC63 DNA26)","-",1015275,1015013,1015361,348,"W-open-W",1015013,1015361,"chrXV"
"chrXV","YOR362C (PRE10)","-",1017744,1017508,1017784,276,"W-open-W",1017508,1017784,"chrXV"
"chrXV","YOR363C (PIP2 OAF2)","-",1019881,1019882,1020072,190,"W-close-W",1019882,1020072,"chrXV"
"chrXV","YOR364W","+",1024558,1024547,1024350,197,"W-close-F",1024350,1024547,"chrXV"
"chrXV","YOR366W","+",1025672,1025781,1025590,191,"W-close-W",1025590,1025781,"chrXV"
"chrXV","YOR367W (SCP1)","+",1026700,1026859,1026606,253,"F-open-W",1026606,1026859,"chrXV"
"chrXV","YOR368W (RAD17)","+",1028171,1028206,1028020,186,"W-close-F",1028020,1028206,"chrXV"
"chrXV","YOR369C (RPS12)","-",1028087,1028020,1028206,186,"F-close-W",1028020,1028206,"chrXV"
"chrXV","YOR370C (MRS6 MSI4)","-",1029021,NA,NA,NA,"+1_missing",1028686,1029077,"chrXV"
"chrXV","YOR371C (GPB1 KRH2)","-",1031405,1031282,1031594,312,"W-open-W",1031282,1031594,"chrXV"
"chrXV","YOR372C (NDD1)","-",1034474,1034267,1034495,228,"F-open-W",1034267,1034495,"chrXV"
"chrXV","YOR373W (NUD1)","+",1039492,1039764,1039357,407,"W-open-W",1039357,1039764,"chrXV"
"chrXV","YOR374W (ALD4 ALD7 ALDH2)","+",1041521,1041643,1041415,228,"F-open-F",1041415,1041643,"chrXV"
"chrXV","YOR375C (GDH1 DHE4 GDH-A GDHA URE1)","-",1041569,1041415,1041643,228,"F-open-F",1041415,1041643,"chrXV"
"chrXV","YOR376W-A","+",1045798,1045889,1045742,147,"W-close-F",1045742,1045889,"chrXV"
